customer_id,age,gender,region,plan,tenure_months,monthly_charges,total_charges,logins_last_30d,features_used,support_tickets,nps_score,last_login_days_ago,email_open_rate,contract_type,payment_method,payment_failures,churn_probability,churned
CUS00223,55,Non-binary,North,Premium,56,90.5,5241.49,11,12,2,10,16,0.1,One year,Check,3,0.4984,0
CUS00224,37,Female,West,Standard,38,34.0,1279.08,47,9,4,10,70,0.86,Month-to-month,Bank transfer,1,0.4371,0
CUS00225,61,Non-binary,East,Standard,17,49.5,800.08,44,11,5,10,14,0.76,Two year,Check,4,0.2374,0
CUS00226,22,Non-binary,North,Basic,49,17.18,841.85,10,5,4,1,7,0.69,One year,Bank transfer,4,0.4746,0
CUS00227,24,Female,West,Basic,72,27.97,1807.46,50,13,4,10,85,0.05,Two year,Check,3,0.2357,0
CUS00228,42,Non-binary,North,Basic,33,18.05,559.08,14,15,5,8,69,0.74,Month-to-month,Bank transfer,2,0.6282,1
CUS00229,50,Male,North,Basic,23,26.03,542.31,16,3,2,8,32,0.01,Two year,Bank transfer,0,0.4138,0
CUS00230,25,Non-binary,Central,Standard,63,46.5,2904.71,33,4,2,7,8,0.79,Month-to-month,Check,4,0.5431,1
CUS00231,56,Female,North,Standard,29,49.9,1315.0,60,13,8,6,71,0.82,Month-to-month,Credit card,2,0.3072,0
CUS00232,61,Non-binary,South,Basic,42,20.72,784.36,46,5,0,7,47,0.51,Two year,Check,0,0.1367,0
CUS00233,40,Non-binary,South,Standard,66,32.88,2180.2,34,1,1,2,85,0.63,Month-to-month,Check,0,0.4891,0
CUS00234,49,Non-binary,North,Basic,4,21.89,75.38,50,5,8,0,73,0.82,One year,Check,3,0.6837,1
CUS00235,50,Non-binary,West,Standard,41,50.2,2013.51,39,2,0,10,9,0.36,Month-to-month,PayPal,2,0.444,0
CUS00236,50,Female,West,Basic,61,17.34,1067.63,54,9,4,9,18,0.3,One year,Credit card,4,0.0446,0
CUS00237,57,Male,North,Basic,1,23.59,20.45,13,12,5,2,52,0.91,Month-to-month,Bank transfer,1,0.8803,1
CUS00238,34,Male,South,Premium,7,119.66,789.25,35,2,4,9,8,0.25,Month-to-month,Check,2,0.9611,1
CUS00239,44,Male,South,Basic,37,24.29,844.92,39,11,4,10,74,0.15,One year,PayPal,3,0.2725,0
CUS00240,36,Non-binary,West,Standard,47,51.99,2303.2,22,13,4,6,70,0.11,Month-to-month,PayPal,1,0.7126,1
CUS00241,56,Male,East,Basic,10,28.38,287.36,37,7,3,,70,0.26,Two year,Bank transfer,2,0.2507,0
CUS00242,59,Non-binary,East,Basic,60,22.52,1151.38,15,14,2,7,17,0.45,Month-to-month,Bank transfer,3,0.5888,1
CUS00243,44,Male,South,Standard,30,41.08,1098.51,58,13,5,5,60,0.92,Month-to-month,Credit card,2,0.7067,1
CUS00244,62,Female,East,Premium,70,82.71,5601.74,57,14,1,7,32,0.38,Month-to-month,Check,2,0.3314,0
CUS00245,44,Female,West,Premium,1,69.94,60.53,41,5,3,1,23,0.16,Month-to-month,Bank transfer,3,0.844,1
CUS00246,52,Non-binary,West,Standard,27,49.42,1199.22,8,10,2,1,80,0.51,Month-to-month,Credit card,1,0.7168,1
CUS00247,38,Male,Central,Standard,3,51.84,161.66,13,8,7,6,21,0.22,Two year,Bank transfer,4,0.7073,1
CUS00248,64,Non-binary,East,Basic,44,28.84,1174.6,8,2,0,2,66,0.86,Two year,Bank transfer,4,0.4232,0
CUS00249,28,Male,West,Premium,5,105.14,456.64,42,3,8,,86,0.65,Two year,PayPal,0,0.6346,1
CUS00250,52,Female,East,Premium,13,105.95,1421.45,5,5,8,5,32,0.19,Month-to-month,Credit card,4,0.9409,1
CUS00251,22,Female,South,Standard,53,34.64,1653.66,54,9,6,8,46,0.61,Two year,Bank transfer,3,0.0511,0
CUS00252,33,Female,Central,Premium,62,80.66,4956.41,47,3,1,10,29,0.45,Month-to-month,Credit card,1,0.3032,0
CUS00253,54,Female,East,Premium,7,60.32,366.6,9,8,6,0,8,0.26,One year,Credit card,4,0.6737,1
CUS00254,47,Non-binary,Central,Standard,8,54.61,409.7,12,14,8,3,24,0.03,Month-to-month,Bank transfer,0,0.8413,1
CUS00255,45,Male,North,Basic,12,29.95,333.89,37,4,8,,90,0.07,Month-to-month,PayPal,4,0.9338,1
CUS00256,39,Male,Central,Basic,59,28.95,1590.92,6,9,1,7,37,0.34,Month-to-month,PayPal,4,0.6115,1
CUS00257,58,Female,West,Standard,62,52.72,3078.31,29,15,0,6,14,0.26,Two year,Bank transfer,1,0.0776,0
CUS00258,44,Non-binary,Central,Basic,34,18.72,645.53,4,9,2,6,40,0.35,One year,Bank transfer,1,0.2183,0
CUS00259,53,Non-binary,South,Basic,31,28.09,783.66,39,6,2,0,15,0.92,Two year,Credit card,4,0.4326,0
CUS00260,45,Non-binary,East,Standard,36,59.53,1941.74,14,13,2,,67,0.8,Two year,Credit card,4,0.4103,0
CUS00261,44,Female,South,Standard,16,43.8,597.34,13,7,1,4,46,0.61,One year,Bank transfer,4,0.5558,1
CUS00262,61,Female,East,Basic,64,21.36,1261.8,25,5,7,1,73,0.13,Month-to-month,Credit card,2,0.6709,1
CUS00263,37,Non-binary,West,Standard,26,58.77,1545.03,11,7,7,1,80,0.52,One year,Check,2,0.6432,1
CUS00264,25,Female,North,Basic,8,18.23,126.77,47,6,4,4,46,0.56,One year,PayPal,0,0.456,0
CUS00265,48,Male,East,Premium,26,92.31,2510.16,18,6,5,9,65,0.49,Two year,Credit card,3,0.5261,1
CUS00266,31,Male,East,Standard,52,32.14,1496.87,20,11,4,10,34,0.61,Two year,PayPal,3,0.121,0
CUS00267,45,Non-binary,Central,Premium,58,61.39,3544.79,42,5,1,2,21,0.4,Month-to-month,Credit card,3,0.3247,0
CUS00268,47,Non-binary,North,Basic,34,24.27,765.74,14,4,4,6,80,0.13,Month-to-month,Credit card,0,0.7809,1
CUS00269,64,Female,East,Standard,60,46.22,2603.95,60,12,8,1,75,0.6,Two year,PayPal,2,0.0594,0
CUS00270,27,Female,East,Standard,53,39.11,2099.93,54,3,5,3,60,0.54,Two year,Check,2,0.126,0
CUS00271,22,Female,East,Premium,30,71.31,2195.85,27,7,3,1,82,0.39,Two year,Bank transfer,2,0.5552,1
CUS00272,55,Non-binary,East,Standard,69,42.39,2592.88,18,2,7,8,57,0.27,Two year,Bank transfer,2,0.2936,0
CUS00273,23,Male,North,Premium,3,76.15,226.86,46,1,3,0,19,0.01,Month-to-month,PayPal,3,0.7549,1
CUS00274,45,Female,North,Standard,11,58.55,647.35,4,9,7,1,24,0.9,One year,Check,0,0.7542,1
CUS00275,29,Non-binary,South,Standard,57,59.84,3400.87,6,9,3,6,49,0.68,One year,PayPal,1,0.272,0
CUS00276,57,Non-binary,North,Standard,62,35.96,2280.2,13,2,3,9,55,0.32,Month-to-month,PayPal,4,0.6754,1
CUS00277,29,Female,South,Basic,6,23.72,125.38,49,2,3,1,63,0.09,One year,Credit card,0,0.2883,0
CUS00278,56,Male,South,Standard,30,46.75,1289.55,57,8,3,,88,0.38,Month-to-month,PayPal,0,0.5873,1
CUS00279,53,Non-binary,West,Premium,38,94.0,3424.56,20,12,7,3,76,0.91,Month-to-month,Credit card,4,0.8924,1
CUS00280,38,Non-binary,East,Standard,1,45.18,46.38,39,14,5,8,30,0.32,Month-to-month,Check,1,0.7685,1
CUS00281,55,Non-binary,West,Premium,20,98.45,1717.15,33,11,1,,16,0.18,Month-to-month,Bank transfer,0,0.6229,1
CUS00282,58,Non-binary,West,Standard,68,47.71,2900.86,45,2,0,2,83,0.49,Month-to-month,Check,0,0.3811,0
CUS00283,45,Non-binary,West,Standard,8,37.97,262.47,19,2,3,7,12,0.1,Month-to-month,Check,1,0.8449,1
CUS00284,58,Non-binary,South,Premium,72,98.32,6523.99,29,12,6,0,21,0.79,Two year,PayPal,1,0.2013,0
CUS00285,56,Non-binary,West,Standard,41,59.91,2290.43,40,7,5,8,30,0.56,Month-to-month,Check,4,0.7428,1
CUS00286,50,Female,West,Basic,5,29.74,155.94,19,1,4,2,27,0.86,Month-to-month,PayPal,4,0.8988,1
CUS00287,54,Non-binary,Central,Premium,20,69.37,1252.82,56,10,3,2,32,0.81,Month-to-month,Check,4,0.7418,1
CUS00288,42,Female,South,Standard,13,39.01,489.51,5,13,0,4,44,0.88,Two year,Check,0,0.295,0
CUS00289,36,Non-binary,Central,Basic,49,15.81,746.01,20,9,3,1,6,0.67,Two year,Check,4,0.1398,0
CUS00290,49,Female,West,Basic,17,20.04,326.93,16,2,6,7,55,0.77,Month-to-month,Bank transfer,3,0.8756,1
CUS00291,57,Male,West,Standard,26,59.91,1399.5,17,13,6,4,87,0.92,Month-to-month,Credit card,3,0.8331,1
CUS00292,42,Female,Central,Basic,40,17.54,709.01,39,3,7,,29,0.2,One year,Bank transfer,0,0.17,0
CUS00293,29,Non-binary,North,Basic,19,28.03,526.58,7,5,7,6,2,0.33,Month-to-month,Bank transfer,4,0.8246,1
CUS00294,52,Non-binary,South,Basic,49,23.75,1028.83,18,4,4,,59,0.65,Month-to-month,Credit card,3,0.7127,1
CUS00295,64,Female,East,Basic,3,19.39,60.84,32,12,1,4,62,0.87,Month-to-month,Bank transfer,1,0.6211,1
CUS00296,23,Male,South,Premium,40,69.42,2552.87,22,6,4,2,64,0.28,Month-to-month,PayPal,3,0.7643,1
CUS00297,23,Non-binary,East,Basic,20,20.13,400.98,33,11,3,5,30,0.57,Two year,PayPal,4,0.2286,0
CUS00298,35,Non-binary,South,Premium,70,68.29,4721.53,57,9,2,5,18,0.66,Month-to-month,PayPal,0,0.2002,0
CUS00299,57,Non-binary,North,Basic,41,27.59,1033.61,26,7,4,6,81,0.93,One year,Bank transfer,1,0.3457,0
CUS00300,61,Non-binary,East,Premium,30,61.57,1599.39,49,8,2,7,77,0.47,One year,Bank transfer,3,0.2612,0
CUS00301,53,Female,South,Basic,25,18.39,475.88,60,7,3,10,85,0.99,Month-to-month,Credit card,1,0.8012,1
CUS00302,61,Female,East,Standard,32,53.29,1730.63,46,6,6,8,73,0.59,Month-to-month,Credit card,3,0.5991,1
CUS00303,51,Male,South,Premium,69,93.46,6147.1,40,1,3,3,56,0.4,One year,PayPal,3,0.2476,0
CUS00304,25,Non-binary,Central,Basic,60,27.45,1437.23,49,10,8,1,50,0.41,Two year,Credit card,1,0.1101,0
CUS00305,51,Non-binary,South,Standard,12,50.75,614.66,45,12,1,0,14,0.71,One year,Credit card,4,0.2264,0
CUS00306,54,Non-binary,South,Standard,71,53.05,3627.56,42,14,2,1,18,0.18,Month-to-month,Check,2,0.1145,0
CUS00307,41,Non-binary,West,Standard,24,33.95,794.03,16,1,7,6,63,0.54,Month-to-month,Check,1,0.863,1
CUS00308,51,Female,West,Basic,1,18.67,17.95,52,4,0,1,18,0.06,One year,Credit card,1,0.3616,0
CUS00309,24,Non-binary,Central,Premium,39,66.53,2721.15,10,11,4,8,84,0.69,Month-to-month,Check,4,0.8212,1
CUS00310,41,Female,East,Standard,9,55.3,469.91,7,12,4,4,67,0.41,Month-to-month,Bank transfer,4,0.9405,1
CUS00311,25,Male,Central,Premium,12,116.03,1458.16,18,7,5,3,67,0.58,One year,Bank transfer,4,0.7274,1
CUS00312,62,Female,West,Basic,30,25.63,657.25,40,13,1,10,26,0.8,Two year,Check,0,0.0855,0
CUS00313,43,Female,Central,Basic,2,24.61,42.5,19,9,8,4,0,0.11,One year,PayPal,3,0.4679,0
CUS00314,23,Male,South,Standard,44,44.37,1673.32,8,8,2,9,58,0.89,One year,Check,3,0.2413,0
CUS00315,25,Non-binary,East,Premium,41,94.64,3555.63,58,15,5,0,19,0.28,Month-to-month,PayPal,3,0.2768,0
CUS00316,58,Non-binary,West,Basic,15,27.97,383.01,2,5,6,0,63,0.88,One year,Check,2,0.5208,1
CUS00317,35,Non-binary,East,Basic,15,20.61,268.5,32,1,7,7,19,0.19,Two year,PayPal,2,0.5379,1
CUS00318,55,Non-binary,South,Basic,5,21.89,93.12,59,1,1,4,59,0.89,Month-to-month,PayPal,0,0.8009,1
CUS00319,58,Female,South,Standard,26,38.3,934.28,7,5,2,1,35,0.11,Month-to-month,Bank transfer,4,0.8173,1
CUS00320,31,Non-binary,East,Premium,32,113.53,3480.79,3,3,0,6,86,0.05,Two year,Credit card,0,0.7832,1
CUS00321,49,Female,South,Premium,58,109.05,6277.97,42,13,8,0,59,0.57,Month-to-month,Check,0,0.3568,0
CUS00322,51,Female,South,Basic,19,27.92,492.51,44,15,5,4,58,0.49,Month-to-month,Check,0,0.6005,1
CUS00323,44,Female,West,Basic,37,26.52,854.25,52,12,1,4,71,0.65,One year,Check,3,0.114,0
CUS00324,37,Non-binary,South,Standard,50,36.25,1696.92,27,10,5,7,88,0.24,Month-to-month,Check,0,0.499,0
CUS00325,59,Non-binary,West,Standard,72,43.36,2907.0,38,2,6,4,63,0.64,Month-to-month,Credit card,1,0.5285,1
CUS00326,62,Male,South,Basic,58,22.97,1184.56,43,15,5,3,72,0.79,One year,Check,2,0.0372,0
CUS00327,27,Non-binary,North,Premium,66,77.65,4734.61,35,1,0,10,71,0.82,One year,Credit card,2,0.2186,0
CUS00328,59,Female,East,Standard,52,46.35,2277.58,12,9,6,4,53,0.15,Month-to-month,Bank transfer,0,0.563,1
CUS00329,26,Non-binary,North,Basic,63,24.87,1374.79,51,7,7,10,77,0.93,Month-to-month,Check,4,0.2798,0
CUS00330,46,Female,South,Basic,55,24.07,1187.96,32,5,6,7,73,0.37,Month-to-month,Check,2,0.6935,1
CUS00331,29,Non-binary,West,Basic,19,25.95,493.11,17,8,8,0,66,0.89,Month-to-month,Bank transfer,3,0.8124,1
CUS00332,64,Male,Central,Premium,40,92.1,3139.35,29,9,7,8,42,0.42,One year,PayPal,1,0.2029,0
CUS00333,24,Non-binary,Central,Standard,34,44.19,1292.6,18,13,0,3,62,0.08,Month-to-month,PayPal,2,0.744,1
CUS00334,38,Male,North,Premium,23,99.55,2115.53,11,5,3,6,23,0.8,Month-to-month,PayPal,0,0.8881,1
CUS00335,31,Non-binary,South,Standard,53,37.14,1924.16,13,10,5,,82,0.26,Month-to-month,Credit card,1,0.5196,1
CUS00336,52,Non-binary,Central,Basic,49,25.25,1182.92,27,1,4,6,48,0.68,Month-to-month,Credit card,4,0.7393,1
CUS00337,62,Female,West,Premium,35,65.9,2262.37,25,8,3,10,86,0.59,Month-to-month,PayPal,1,0.715,1
CUS00338,22,Male,North,Standard,13,50.56,654.03,16,4,0,,79,0.09,Month-to-month,Credit card,0,0.8806,1
CUS00339,27,Non-binary,South,Standard,24,50.87,1151.77,59,2,7,3,54,0.69,One year,PayPal,1,0.264,0
CUS00340,25,Female,West,Standard,8,54.38,375.82,59,4,6,1,82,0.49,Month-to-month,Check,1,0.7093,1
CUS00341,61,Non-binary,North,Standard,34,32.19,985.14,28,1,7,1,83,0.64,Month-to-month,Check,2,0.8324,1
CUS00342,47,Non-binary,North,Premium,63,103.67,6612.56,4,9,3,,49,0.95,Two year,Credit card,4,0.5468,1
CUS00343,56,Female,East,Standard,52,59.91,2875.66,54,6,1,6,37,0.65,Month-to-month,Credit card,3,0.3903,0
CUS00344,46,Male,East,Standard,11,43.14,406.75,1,12,3,6,49,0.06,One year,Check,4,0.5637,1
CUS00345,50,Male,North,Standard,8,51.63,368.57,41,11,8,6,86,0.87,Month-to-month,Bank transfer,0,0.8404,1
CUS00346,63,Male,West,Premium,6,60.86,356.59,57,5,1,6,78,0.17,Month-to-month,Credit card,0,0.6594,1
CUS00347,53,Non-binary,Central,Basic,9,27.07,254.94,43,7,5,0,87,0.58,Month-to-month,PayPal,1,0.804,1
CUS00348,43,Male,North,Standard,19,35.04,587.87,15,15,0,1,12,0.79,Two year,Bank transfer,0,0.1075,0
CUS00349,53,Male,North,Basic,23,28.89,602.51,44,13,7,10,16,0.21,One year,Check,3,0.2024,0
CUS00350,24,Non-binary,South,Standard,12,53.48,546.08,15,4,1,7,12,0.62,Month-to-month,Check,1,0.8674,1
CUS00351,39,Male,South,Basic,20,25.28,447.59,42,15,0,,82,0.36,Month-to-month,Check,2,0.5147,1
CUS00352,51,Male,North,Basic,69,17.64,1062.84,57,4,7,8,74,0.33,Month-to-month,PayPal,1,0.4559,0
CUS00353,29,Female,South,Basic,31,26.07,722.61,30,10,7,,55,0.14,Two year,Bank transfer,3,0.2468,0
CUS00354,34,Non-binary,East,Standard,26,30.96,729.39,7,14,7,6,53,0.17,One year,Bank transfer,2,0.4835,0
CUS00355,60,Male,Central,Basic,71,27.83,1872.87,13,10,7,6,35,0.01,Two year,Bank transfer,1,0.1006,0
CUS00356,59,Male,Central,Basic,54,29.7,1609.77,2,7,8,5,61,0.81,Month-to-month,Check,3,0.8835,1
CUS00357,37,Male,Central,Basic,53,29.25,1518.51,5,1,7,9,39,0.16,Two year,Credit card,3,0.3656,0
CUS00358,47,Male,East,Standard,1,32.12,29.44,2,5,6,3,89,0.95,Month-to-month,Credit card,4,0.9642,1
CUS00359,43,Non-binary,North,Premium,47,81.94,3750.38,23,6,2,9,71,0.7,Month-to-month,Bank transfer,2,0.7401,1
CUS00360,52,Non-binary,Central,Basic,29,19.81,536.91,3,2,5,4,57,0.49,Month-to-month,Check,4,0.9206,1
CUS00361,65,Non-binary,East,Standard,48,58.36,2908.22,4,4,7,0,10,0.39,Month-to-month,PayPal,0,0.7855,1
CUS00362,31,Female,South,Basic,67,29.28,1935.24,59,3,7,4,53,0.44,Month-to-month,PayPal,1,0.3476,0
CUS00363,26,Male,South,Premium,43,98.76,3886.82,37,11,8,7,56,0.46,Month-to-month,PayPal,1,0.6991,1
CUS00364,45,Female,North,Basic,46,19.27,781.96,34,5,2,1,90,0.69,Month-to-month,Bank transfer,1,0.5044,1
CUS00365,29,Male,East,Premium,17,72.31,1218.73,42,6,5,1,47,0.45,Month-to-month,PayPal,0,0.7673,1
CUS00366,53,Male,West,Standard,20,52.15,955.66,45,5,7,3,73,0.67,Two year,PayPal,0,0.2909,0
CUS00367,52,Male,South,Premium,15,110.45,1556.01,5,6,0,8,82,0.2,Month-to-month,PayPal,1,0.9733,1
CUS00368,50,Non-binary,North,Premium,51,96.3,5101.27,58,11,5,5,18,0.72,Two year,PayPal,3,0.1217,0
CUS00369,45,Male,East,Standard,45,43.37,1743.09,56,8,6,6,36,0.16,Two year,Check,1,0.1227,0
CUS00370,31,Male,East,Standard,68,31.98,2177.3,5,1,6,9,34,0.41,Two year,Bank transfer,1,0.1245,0
CUS00371,33,Female,East,Premium,63,110.08,6316.32,35,12,7,2,3,0.79,Month-to-month,PayPal,2,0.7076,1
CUS00372,52,Male,East,Standard,23,50.64,1017.81,17,8,1,8,46,0.58,Two year,PayPal,3,0.4023,0
CUS00373,29,Female,Central,Premium,3,63.51,174.13,56,12,2,4,20,0.05,One year,Check,2,0.2453,0
CUS00374,62,Male,Central,Basic,24,26.47,580.98,20,14,4,3,87,0.7,One year,Credit card,4,0.5161,1
CUS00375,59,Female,South,Basic,18,22.77,376.28,58,3,1,2,19,0.5,Month-to-month,Credit card,3,0.503,1
CUS00376,30,Male,West,Standard,40,34.17,1431.75,33,13,5,1,90,0.3,Month-to-month,Bank transfer,1,0.5848,1
CUS00377,31,Non-binary,South,Standard,17,59.43,1012.94,7,2,0,6,55,0.04,Month-to-month,Credit card,4,0.9046,1
CUS00378,38,Male,North,Standard,2,53.47,95.29,57,4,2,9,44,0.03,Month-to-month,PayPal,4,0.7518,1
CUS00379,44,Female,South,Premium,31,109.18,3393.55,33,4,3,3,21,0.9,Month-to-month,Credit card,1,0.8909,1
CUS00380,52,Female,Central,Basic,57,25.1,1496.88,27,4,8,2,52,0.11,One year,Credit card,3,0.1686,0
CUS00381,29,Non-binary,South,Standard,47,46.71,2010.13,7,7,4,6,76,0.74,Two year,Bank transfer,4,0.227,0
CUS00382,49,Male,North,Standard,48,59.96,2506.91,28,9,1,0,18,0.39,Month-to-month,Bank transfer,0,0.6651,1
CUS00383,45,Male,East,Basic,52,16.84,793.11,45,13,4,9,51,0.36,Two year,Check,4,0.0905,0
CUS00384,28,Male,East,Standard,64,58.27,3720.18,53,2,7,9,3,0.97,Two year,PayPal,1,0.1619,0
CUS00385,41,Non-binary,Central,Basic,10,24.92,235.05,18,11,7,6,64,0.26,One year,Credit card,0,0.7019,1
CUS00386,29,Female,West,Standard,49,31.08,1495.33,49,5,2,6,55,0.13,Two year,Check,0,0.076,0
CUS00387,58,Non-binary,West,Premium,70,111.26,7409.2,25,5,7,8,48,0.62,One year,PayPal,2,0.4512,0
CUS00388,30,Female,East,Premium,4,82.83,309.99,22,7,5,,84,0.24,Month-to-month,PayPal,4,0.9576,1
CUS00389,27,Non-binary,North,Standard,15,30.59,432.32,55,7,8,5,34,0.02,Two year,Credit card,2,0.1498,0
CUS00390,58,Male,West,Basic,27,20.04,496.66,39,5,5,5,25,0.5,Month-to-month,Bank transfer,2,0.6827,1
CUS00391,38,Male,East,Premium,52,117.48,6069.5,37,2,5,3,8,0.57,Two year,Check,1,0.2488,0
CUS00392,41,Non-binary,East,Standard,70,42.43,2830.72,42,13,8,1,2,0.63,Month-to-month,Check,1,0.2128,0
CUS00393,64,Non-binary,West,Standard,69,55.58,3976.64,46,11,0,7,25,0.36,Month-to-month,Bank transfer,1,0.2129,0
CUS00394,49,Female,East,Basic,27,27.69,659.5,43,10,3,5,30,0.11,Month-to-month,Credit card,1,0.3042,0
CUS00395,41,Female,West,Premium,56,72.12,3653.19,1,5,4,9,70,0.18,Month-to-month,Check,0,0.8853,1
CUS00396,42,Non-binary,East,Basic,53,28.45,1401.36,53,12,2,2,14,0.57,Month-to-month,PayPal,3,0.3367,0
CUS00397,27,Male,Central,Basic,41,19.94,817.27,15,15,6,2,18,0.11,Month-to-month,PayPal,3,0.3782,0
CUS00398,25,Female,Central,Standard,15,42.71,667.98,56,13,2,4,60,0.72,One year,Credit card,4,0.3536,0
CUS00399,24,Non-binary,North,Basic,33,23.29,709.06,51,11,1,7,30,0.86,Two year,Credit card,3,0.267,0
CUS00400,41,Male,South,Standard,27,34.81,858.51,51,13,6,,35,0.87,Two year,Check,3,0.0957,0
CUS00401,43,Non-binary,West,Basic,21,25.48,519.25,52,9,5,6,88,0.03,Month-to-month,Bank transfer,3,0.7248,1
CUS00402,47,Male,East,Standard,11,37.49,413.84,41,13,2,8,87,0.41,One year,Check,3,0.3054,0
CUS00403,30,Female,South,Premium,42,84.87,3159.53,56,7,3,,2,0.92,Month-to-month,Credit card,3,0.4864,0
CUS00404,32,Male,West,Premium,55,117.48,5712.04,36,2,0,10,67,0.44,Two year,Check,0,0.4815,0
CUS00405,36,Non-binary,South,Basic,35,19.32,690.58,38,4,4,10,86,0.19,Month-to-month,Check,1,0.8819,1
CUS00406,37,Non-binary,West,Basic,48,23.74,1075.45,55,6,6,9,27,0.71,Two year,PayPal,0,0.0863,0
CUS00407,28,Non-binary,North,Basic,43,28.97,1209.93,42,13,0,,32,0.5,Two year,PayPal,3,0.1018,0
CUS00408,57,Male,Central,Basic,34,17.55,563.06,5,6,8,5,18,0.26,One year,Credit card,1,0.2884,0
CUS00409,53,Female,East,Standard,37,37.9,1451.86,33,6,6,1,40,0.74,Two year,Bank transfer,4,0.3868,0
CUS00410,50,Male,South,Basic,7,18.45,128.01,27,2,7,,56,0.36,Two year,Check,3,0.4391,0
CUS00411,29,Non-binary,South,Basic,45,16.4,652.14,32,14,4,8,84,0.59,Month-to-month,Bank transfer,3,0.6452,1
CUS00412,53,Non-binary,North,Standard,4,59.44,219.86,59,2,5,1,3,0.08,Two year,Check,2,0.2786,0
CUS00413,60,Non-binary,North,Standard,6,58.53,349.88,46,15,2,2,6,0.8,One year,PayPal,0,0.1789,0
CUS00414,60,Female,North,Standard,33,58.95,1688.25,54,4,2,5,51,0.28,Month-to-month,Credit card,2,0.4576,0
CUS00415,53,Female,East,Premium,17,82.05,1241.38,28,15,6,6,34,0.56,Two year,Credit card,3,0.4573,0
CUS00416,49,Non-binary,West,Basic,6,22.7,133.41,45,3,7,7,80,0.65,Month-to-month,PayPal,3,0.7621,1
CUS00417,49,Male,West,Standard,20,50.53,909.27,27,5,0,7,9,0.92,Month-to-month,Check,3,0.8455,1
CUS00418,58,Female,East,Standard,11,30.49,316.13,50,3,6,,10,0.42,One year,PayPal,4,0.3731,0
CUS00419,51,Non-binary,West,Premium,34,108.6,3294.41,5,12,4,9,13,0.43,Month-to-month,Credit card,3,0.888,1
CUS00420,52,Female,West,Premium,63,97.0,6038.48,44,11,6,3,11,0.13,Month-to-month,Bank transfer,0,0.3625,0
CUS00421,23,Non-binary,South,Basic,27,22.22,610.99,54,13,8,2,11,0.3,Two year,Bank transfer,3,0.102,0
CUS00422,31,Non-binary,West,Standard,61,43.49,2411.39,53,14,6,,42,0.01,Two year,Check,3,0.0743,0
CUS00423,59,Non-binary,Central,Standard,5,44.58,216.73,43,15,7,2,7,0.53,Two year,PayPal,4,0.5313,1
CUS00424,48,Female,North,Standard,45,43.09,1929.82,30,6,7,2,64,0.22,One year,Check,1,0.3301,0
CUS00425,40,Non-binary,West,Standard,47,53.99,2472.49,18,12,1,9,61,0.13,Month-to-month,Bank transfer,4,0.5232,1
CUS00426,53,Female,South,Basic,72,15.71,1042.22,10,3,8,,8,0.34,Month-to-month,Bank transfer,0,0.4128,0
CUS00427,57,Male,West,Standard,44,53.08,2245.38,57,3,8,8,85,0.1,Month-to-month,Check,3,0.8203,1
CUS00428,28,Non-binary,Central,Basic,72,15.63,1152.56,58,6,2,10,37,0.71,Two year,Credit card,1,0.0245,0
CUS00429,63,Female,East,Basic,16,27.73,445.37,15,14,7,4,36,0.51,Month-to-month,PayPal,2,0.7777,1
CUS00430,62,Non-binary,South,Basic,68,21.33,1352.8,26,15,7,7,87,0.36,Month-to-month,Check,1,0.2997,0
CUS00431,22,Non-binary,Central,Basic,11,20.07,206.82,25,13,0,9,82,0.15,Month-to-month,PayPal,3,0.6952,1
CUS00432,57,Female,East,Standard,2,57.01,100.27,25,8,3,7,79,0.79,Two year,PayPal,3,0.7732,1
CUS00433,34,Female,North,Basic,69,20.02,1208.99,34,5,3,0,65,0.55,One year,Bank transfer,0,0.1838,0
CUS00434,59,Female,South,Standard,55,33.31,1693.91,40,9,5,0,6,0.76,Month-to-month,Check,2,0.3278,0
CUS00435,58,Non-binary,North,Standard,44,54.16,2295.15,57,11,8,8,29,0.35,One year,Bank transfer,3,0.0902,0
CUS00436,42,Non-binary,Central,Basic,47,21.81,955.79,5,1,6,1,60,0.21,Month-to-month,PayPal,4,0.8481,1
CUS00437,47,Non-binary,Central,Premium,51,98.19,5254.58,44,15,7,10,53,0.82,Month-to-month,Bank transfer,3,0.5647,1
CUS00438,54,Non-binary,North,Basic,59,22.1,1204.63,60,2,6,0,15,0.37,One year,Credit card,4,0.0634,0
CUS00439,31,Male,East,Standard,48,44.58,1879.7,37,7,0,3,36,0.22,Two year,Credit card,0,0.0889,0
CUS00440,24,Female,West,Premium,40,106.88,4040.26,46,14,2,1,64,0.64,Two year,Check,1,0.2096,0
CUS00441,42,Male,Central,Premium,53,80.34,3658.34,42,15,7,10,35,0.65,Month-to-month,Credit card,4,0.3428,0
CUS00442,41,Non-binary,North,Premium,11,94.61,895.61,36,9,3,6,64,0.9,Month-to-month,Bank transfer,0,0.7038,1
CUS00443,39,Male,South,Premium,57,79.23,4370.59,31,14,0,4,55,0.18,Month-to-month,PayPal,3,0.4834,0
CUS00444,28,Non-binary,South,Standard,19,53.05,1048.7,43,3,0,8,41,0.18,Month-to-month,PayPal,3,0.7954,1
CUS00445,28,Female,South,Standard,42,58.25,2104.91,15,13,3,6,65,0.75,Two year,Credit card,2,0.4735,0
